1	7	n/a
1	8	n/a
1	14	n/a
1	17	n/a
1	23	n/a
1	28	n/a
1	29	n/a
1	30	n/a
2	9	n/a
2	13	0.026936478297785244
2	17	0.1004140765459846
2	22	n/a
2	24	n/a
2	25	0.024969936792437957
2	26	0.09388601723558147
2	27	0.06840462440226315
2	31	0.055102976821183106
2	36	0.07149380355654268
2	37	0.1259990019194287
2	38	0.03431204048297381
2	42	0.08913279305187594
2	51	0.09295267779008502
2	62	0.031871795517633895
2	75	0.0471427372784862
2	76	0.10333332579961878
2	80	0.024837968505905365
3	7	n/a
3	8	n/a
3	14	n/a
3	17	0.020762779921593987
3	19	0.10584207325955412
3	21	n/a
3	23	n/a
3	26	0.12605000563729946
3	27	0.09763757773821082
3	28	n/a
3	30	n/a
3	34	0.02274056481170043
3	36	0.03820368727715493
3	37	0.006903836139001598
3	38	0.022284347978672663
3	39	n/a
3	51	0.12766964805752656
3	52	n/a
3	76	0.08443452176570458
4	9	n/a
4	10	n/a
4	12	n/a
4	15	n/a
4	20	n/a
4	24	n/a
4	28	n/a
4	77	n/a
5	6	n/a
5	9	n/a
5	12	n/a
5	15	n/a
5	24	n/a
5	32	n/a
5	34	n/a
5	36	n/a
5	40	n/a
5	41	n/a
6	7	n/a
6	8	n/a
6	9	n/a
6	10	n/a
6	12	n/a
6	14	n/a
6	15	n/a
6	20	n/a
6	28	n/a
6	32	n/a
6	36	n/a
6	40	n/a
6	41	n/a
7	8	n/a
7	9	n/a
7	10	n/a
7	14	n/a
7	15	n/a
7	17	n/a
7	21	n/a
7	23	n/a
7	24	n/a
7	28	n/a
7	29	n/a
7	30	n/a
7	33	n/a
7	34	n/a
7	36	n/a
7	38	n/a
7	39	n/a
7	40	n/a
7	41	n/a
8	10	n/a
8	12	n/a
8	14	n/a
8	15	n/a
8	17	n/a
8	23	n/a
8	26	n/a
8	28	n/a
8	29	n/a
8	30	n/a
8	32	n/a
8	34	n/a
8	36	n/a
8	40	n/a
8	41	n/a
9	10	n/a
9	12	n/a
9	15	n/a
9	20	n/a
9	22	n/a
9	24	n/a
9	25	n/a
9	27	n/a
9	28	n/a
9	29	n/a
9	36	n/a
9	38	n/a
9	40	n/a
9	42	n/a
9	58	n/a
9	73	n/a
9	77	n/a
10	12	n/a
10	14	n/a
10	15	n/a
10	20	n/a
10	24	n/a
10	28	n/a
10	29	n/a
10	34	n/a
10	36	n/a
10	38	n/a
10	40	n/a
10	41	n/a
11	13	0.18980555168506696
11	17	0.1259885465578191
11	18	0.06611032946428286
11	19	0.044865154696449486
11	25	0.021423017483479627
11	26	0.13512976652424363
11	27	0.08605169699675529
11	31	0.060795250884111134
11	34	0.06676608144916706
11	36	0.07838790771741751
11	37	0.0759120955206352
11	38	0.02509451897218627
11	42	0.08361966689460582
11	49	0.03981347152218646
11	62	0.01662883900157357
11	74	0.0608166423591088
11	76	0.06819582455724711
11	80	0.09728956531656646
12	14	n/a
12	15	n/a
12	20	n/a
12	24	n/a
12	28	n/a
12	29	n/a
12	32	n/a
12	34	n/a
12	36	n/a
12	40	n/a
12	41	n/a
13	22	n/a
13	25	0.03838380294748989
13	26	0.07854041823808235
13	27	0.07056177525297784
13	31	0.023486508149867538
13	32	n/a
13	34	0.002363712541761897
13	36	0.028001327302241252
13	37	0.011461086003470967
13	38	0.0038742728996995863
13	41	n/a
13	42	0.066989342641891
13	44	0.11011726563013083
13	49	0.04695073724099716
13	60	0.049267451158782
13	62	0.03361779191653215
13	74	0.003600743532371343
13	75	0.035686440417587645
13	76	0.060741669250681016
13	80	0.13810521459896827
14	17	n/a
14	23	n/a
14	26	n/a
14	28	n/a
14	29	n/a
14	30	n/a
14	32	n/a
14	34	n/a
14	36	n/a
14	40	n/a
14	41	n/a
15	20	n/a
15	22	n/a
15	24	n/a
15	27	n/a
15	28	n/a
15	32	n/a
15	36	n/a
15	40	n/a
15	41	n/a
16	21	n/a
16	22	n/a
16	23	n/a
16	24	n/a
16	27	n/a
16	28	n/a
16	36	n/a
16	37	n/a
16	38	n/a
16	39	n/a
16	65	n/a
16	70	n/a
16	71	n/a
16	72	n/a
16	73	n/a
16	76	n/a
17	18	0.09038692949240176
17	19	0.054197295134361285
17	21	n/a
17	23	n/a
17	26	0.1270939552388458
17	27	0.04055556739032681
17	29	n/a
17	30	n/a
17	33	n/a
17	34	0.04744151541029733
17	36	0.07616808716250068
17	37	0.05701296601986693
17	38	0.022167591193120357
17	39	n/a
17	76	0.05591620053256467
18	19	0.09801866889618299
